Interessado;UF;Tipo de interessado;Tipo de operação;Finalidade;Tipo de credor;Credor;Moeda;Valor;Número do Processo/PVL;Código IBGE;Status;Data;Analisado por
Bagé               ;RS;Município;Operação Contratual Externa;Desenvolvimento sustentável                   ;Instituição Financeira Internac;Banco Internacional para Reconstrução e Dese;Dóla;6.600.000;19406.000347/2007-01;4301602;Encaminha;28/08/2008;STN
Bagé               ;RS;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;2.000.000;19406.000415/2010-29;4301602;Deferido ;15/12/2010;STN
Bagé               ;RS;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Estatal                ;Companhia Estadual de Distribuição de Energi;Real;231.500;19406.000532/2007-97;4301602;Regulariz;09/04/2008;STN
Bagé               ;RS;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Estatal                ;Companhia Estadual de Distribuição de Energi;Real;67.900;19406.000533/2007-31;4301602;Regulariz;09/04/2008;STN
Bagé               ;RS;Município;Operação Contratual Interna;Renegociação de dívidas                       ;Empresa Estatal                ;Companhia Estadual de Distribuição de Energi;Real;5.620.642,6;19406.000534/2007-86;4301602;Deferido ;09/04/2008;STN
Bagé               ;RS;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Estatal                ;Companhia Estadual de Distribuição de Energi;Real;1.615.726,6;19406.000535/2007-21;4301602;Regulariz;20/12/2007;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Renegociação de dívidas                       ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;186.364.528,4;17944.000151/2004-42;29;Deferido ;18/03/2004;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;PAC - Contrapartida                           ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;126.000.000;17944.000156/2013-66;29;Deferido ;13/09/2013;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Multissetorial                                ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.125.480.000;17944.000322/2013-24;29;Encaminha;10/09/2013;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;PAC 2 - Saneamento                            ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;208.049.640,1;17944.000392/2013-82;29;Deferido ;25/07/2013;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Infraestrutura                                ;Instituição Financeira Internac;Banco Internacional para Reconstrução e Dese;Dóla;60.000.000;17944.000425/2010-41;29;Encaminha;15/12/2011;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;PAC - Pró-Moradia - 2008                      ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;52.997.490;17944.000492/2008-41;29;Deferido ;09/04/2008;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Infraestrutura                                ;Instituição Financeira Internac;Banco Internacional para Reconstrução e Dese;Dóla;700.000.000;17944.000575/2012-17;29;Encaminha;06/09/2012;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Desenvolvimento rural                         ;Instituição Financeira Internac;Banco Internacional para Reconstrução e Dese;Dóla;150.000.000;17944.000716/2014-63;29;Encaminha;28/07/2014;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;115.100.500;17944.000758/2013-13;29;Deferido ;19/11/2013;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Dóla;6.289.455;17944.000760/2009-14;29;Deferido ;17/12/2009;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;PEF - Programa Emergencial de Financiamento do;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico ;Real;192.569.000;17944.000794/2009-09;29;Encaminha;29/07/2009;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;PEF - Programa Emergencial de Financiamento do;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico ;Real;563.772.000;17944.000833/2010-01;29;Encaminha;30/06/2010;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Infraestrutura                                ;Instituição Financeira Internac;Banco Internacional para Reconstrução e Dese;Dóla;400.000.000;17944.000853/2014-06;29;Encaminha;16/07/2014;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Saúde                                         ;Instituição Financeira Internac;Banco Interamericano de Desenvolvimento     ;Dóla;200.000.000;17944.000872/2014-24;29;Encaminha;28/07/2014;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;PAC - Copa Pró-Transporte                     ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;541.800.000;17944.000975/2010-61;29;Deferido ;21/07/2010;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;PMAE                                          ;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico ;Real;9.905.400;17944.001142/2010-17;29;Deferido ;16/08/2010;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Profisco                                      ;Instituição Financeira Internac;Banco Interamericano de Desenvolvimento     ;Dóla;45.270.000;17944.001195/2012-08;29;Encaminha;17/07/2013;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Multissetorial                                ;Instituição Financeira Internac;Banco Interamericano de Desenvolvimento     ;Dóla;50.822.905;17944.001198/2012-33;29;Encaminha;09/08/2013;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;PAC - Copa Estádios                           ;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico ;Real;323.629.000;17944.001222/2010-72;29;Encaminha;28/12/2010;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;PAC 2 - Mobilidade Grandes Cidades            ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;600.000.000;17944.001227/2013-48;29;Deferido ;16/10/2013;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Fortalecimento Institucional                  ;Instituição Financeira Internac;Banco Interamericano de Desenvolvimento     ;Dóla;600.000.000;17944.001253/2012-95;29;Encaminha;10/12/2012;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Infraestrutura                                ;Instituição Financeira Internac;Banco Internacional para Reconstrução e Dese;Dóla;200.000.000;17944.001301/2014-15;29;Encaminha;29/03/2016;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;PAC 2 - Mobilidade Grandes Cidades            ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;400.000.000;17944.001302/2013-71;29;Deferido ;18/10/2013;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Fortalecimento Institucional                  ;Instituição Financeira Internac;Banco Interamericano de Desenvolvimento     ;Dóla;50.000.000;17944.001302/2014-51;29;Arquivado;02/10/2015;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;PEF - Programa Emergencial de Financiamento do;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico ;Real;183.279.000;17944.001402/2009-11;29;Encaminha;09/03/2010;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Proinveste                                    ;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico ;Real;1.487.691.272,6;17944.001460/2012-40;29;Encaminha;07/02/2013;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Desenvolvimento rural                         ;Instituição Financeira Internac;Fundo Internacional de Desenvolvimento Agríc;Dire;29.260.000;17944.001461/2013-75;29;Encaminha;28/07/2014;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Segurança pública                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Dóla;70.000.000;17944.001466/2007-50;29;Deferido ;23/11/2007;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Fortalecimento Institucional                  ;Instituição Financeira Internac;Banco Interamericano de Desenvolvimento     ;Dóla;409.000.000;17944.001659/2008-91;29;Encaminha;27/03/2009;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Desenvolvimento rural                         ;Instituição Financeira Internac;Banco Internacional para Reconstrução e Dese;Dóla;30.000.000;17944.001875/2008-37;29;Encaminha;24/06/2010;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Multissetorial                                ;Instituição Financeira Internac;Banco Interamericano de Desenvolvimento     ;Dóla;10.000.000;17944.001925/2008-86;29;Encaminha;24/01/2011;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Fortalecimento Institucional                  ;Instituição Financeira Internac;Banco Interamericano de Desenvolvimento     ;Dóla;10.000.000;19407.000003/2006-01;29;Encaminha;04/07/2006;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Desenvolvimento sustentável                   ;Instituição Financeira Internac;Fundo Internacional de Desenvolvimento Agríc;Dóla;30.000.000;19407.000005/2006-91;29;Encaminha;04/07/2006;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Desenvolvimento sustentável                   ;Instituição Financeira Internac;Banco Internacional para Reconstrução e Dese;Dóla;60.000.000;19407.000006/2003-93;29;Encaminha;30/10/2003;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Desenvolvimento sustentável                   ;Instituição Financeira Internac;Banco Internacional para Reconstrução e Dese;Dóla;49.296.000;19407.000007/2005-08;29;Encaminha;25/01/2006;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Segurança pública                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Dóla;53.839.498,7;19407.000008/2005-44;29;Deferido ;26/07/2005;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Infraestrutura                                ;Instituição Financeira Internac;Banco Internacional para Reconstrução e Dese;Dóla;100.000.000;19407.000008/2006-25;29;Encaminha;08/08/2007;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Segurança pública                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Dóla;16.160.501,3;19407.000009/2005-99;29;Deferido ;26/07/2005;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico ;Real;59.400.000;19407.000013/2002-12;29;Deferido ;18/06/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Desenvolvimento sustentável                   ;Instituição Financeira Nacional;Banco do Nordeste do Brasil S/A             ;Dóla;15.000.000;19407.000023/2005-92;29;Deferido ;21/02/2006;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Dóla;42.000.000;19407.000024/2006-18;29;Deferido ;26/05/2006;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Fortalecimento Institucional                  ;Instituição Financeira Internac;Banco Interamericano de Desenvolvimento     ;Dóla;12.000.000;19407.000030/2005-94;29;Encaminha;04/07/2006;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Preservação e recuperação ambiental           ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;36.887.000;19407.000035/2002-74;29;Deferido ;08/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;2.399.000;19407.000036/2002-19;29;Deferido ;03/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;5.285.441,4;19407.000037/2002-63;29;Deferido ;03/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;3.330.000;19407.000038/2002-16;29;Deferido ;05/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;2.307.420,4;19407.000039/2002-52;29;Deferido ;08/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Preservação e recuperação ambiental           ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;18.938.000;19407.000040/2002-87;29;Deferido ;08/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Multissetorial                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;6.313.312,5;19407.000041/2002-21;29;Deferido ;05/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;11.610.000;19407.000042/2002-76;29;Deferido ;05/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;8.626.204;19407.000043/2002-11;29;Deferido ;05/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;7.360.876,7;19407.000044/2002-65;29;Deferido ;05/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;2.975.000;19407.000045/2002-18;29;Deferido ;05/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.350.000;19407.000046/2002-54;29;Deferido ;03/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.481.000;19407.000047/2002-07;29;Deferido ;03/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;2.400.842,5;19407.000048/2002-43;29;Deferido ;03/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Segurança pública                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Dóla;457.205,7;19407.000048/2006-77;29;Deferido ;20/07/2006;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;4.994.000;19407.000049/2002-98;29;Deferido ;05/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;677.473,3;19407.000050/2002-12;29;Deferido ;05/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;19.835.970;19407.000051/2002-67;29;Deferido ;08/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;2.039.426;19407.000053/2002-56;29;Deferido ;03/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;179.752,2;19407.000054/2002-09;29;Deferido ;08/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;9.392.072,9;19407.000055/2002-45;29;Deferido ;05/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;8.667.000;19407.000056/2002-90;29;Deferido ;05/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.303.036,6;19407.000057/2002-34;29;Deferido ;05/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.400.868,5;19407.000058/2002-89;29;Deferido ;08/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Multissetorial                                ;Instituição Financeira Nacional;Banco do Nordeste do Brasil S/A             ;Dóla;14.000.000;19407.000058/2004-41;29;Deferido ;08/12/2005;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;6.779.155;19407.000059/2002-23;29;Deferido ;03/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Multissetorial                                ;Instituição Financeira Nacional;Banco do Nordeste do Brasil S/A             ;Dóla;10.000.000;19407.000059/2003-12;29;Deferido ;03/12/2004;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.400.000;19407.000060/2002-58;29;Deferido ;03/07/2002;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Desenvolvimento rural                         ;Instituição Financeira Internac;Banco Internacional para Reconstrução e Dese;Dóla;54.350.000;19407.000060/2004-10;29;Encaminha;23/11/2005;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;215.013.214,3;19407.000073/2003-16;29;Deferido ;18/03/2004;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Aditivo contratual                            ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;562.740.000;17944.000485/2015-79;29;Encaminha;09/11/2015;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Pró-Transporte                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;800.000.000;17944.001076/2015-90;29;Deferido ;31/03/2016;STN
Bahia              ;BA;Estado   ;Operação Contratual Externa;Infraestrutura                                ;Instituição Financeira Internac;Banco Europeu de Investimento               ;Dóla;200.000.000;17944.000644/2016-16;29;Em negoci;04/05/2017;STN
Bahia              ;BA;Estado   ;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;600.000.000;17944.001273/2016-90;29;Encaminha;12/06/2017;STN
Baianópolis        ;BA;Município;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;920.000;00000.000000/0061-41;2902500;Devolvido;29/09/2010;STN
Baianópolis        ;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;65.000;00000.000000/0061-42;2902500;Devolvido;29/09/2010;STN
Baianópolis        ;BA;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;500.000;17944.000426/2008-71;2902500;Deferido ;12/03/2008;STN
Baianópolis        ;BA;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;500.000;17944.000485/2009-21;2902500;Deferido ;15/05/2009;STN
Baianópolis        ;BA;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;900.000;17944.000658/2012-14;2902500;Deferido ;29/05/2012;STN
Baianópolis        ;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;500.000;17944.000659/2012-51;2902500;Deferido ;29/05/2012;STN
Baianópolis        ;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;65.000;17944.001610/2010-53;2902500;Arquivado;28/06/2011;STN
Baianópolis        ;BA;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;920.000;17944.001611/2010-06;2902500;Deferido ;29/12/2010;STN
Baixa Grande       ;BA;Município;Operação Contratual Interna;Regularização de Dívida - Água e Esgoto       ;Empresa Estatal                ;Empresa Baiana de Águas e Saneamento S/A    ;Real;69.289,6;17944.000430/2009-11;2902609;Pendente ;01/02/2010;STN
Baixa Grande       ;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;65.000;17944.002159/2008-77;2902609;Arquivado;01/02/2010;STN
Baixo Guandu       ;ES;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Nordeste do Brasil S/A             ;Real;1.250.000;17944.001632/2013-66;3200805;Arquivado;30/05/2014;STN
Baixo Guandu       ;ES;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.700.000;17944.001941/2014-17;3200805;Deferido ;23/01/2015;STN
Baixo Guandu       ;ES;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;500.130;19405.000026/2004-65;3200805;Arquivado;30/08/2004;STN
Baixo Guandu       ;ES;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;500.130;19405.000038/2006-51;3200805;Arquivado;30/03/2007;STN
Baixo Guandu       ;ES;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;2.492.276;PVL02.002628/2017-86;3200805;Enviado à;09/08/2018;Ins
Baixo Guandu       ;ES;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;5.000.000;17944.100266/2018-31;3200805;Arquivado;01/08/2018;STN
Baixo Guandu       ;ES;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;3.500.000;17944.100296/2018-48;3200805;Arquivado;01/08/2018;STN
Baixo Guandu       ;ES;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;8.500.000;17944.100646/2018-76;3200805;Em retifi;10/08/2018;STN
Baldim             ;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;820.000;00000.000000/0066-91;3105004;Devolvido;12/04/2011;STN
Baldim             ;MG;Município;Operação Contratual Interna;Caminho da Escola 2010                        ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;246.000;00000.000000/0069-12;3105004;Devolvido;14/06/2011;STN
Baldim             ;MG;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;150.000;17944.000188/2008-02;3105004;Arquivado;05/05/2008;STN
Baldim             ;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;820.000;17944.000406/2011-04;3105004;Deferido ;28/06/2011;STN
Baldim             ;MG;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Não Estatal            ;Cemig Distribuição S/A                      ;Real;391.590,4;17944.000698/2011-77;3105004;Regulariz;28/06/2011;STN
Baldim             ;MG;Município;Operação Contratual Interna;Caminho da Escola 2010                        ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;246.000;17944.000886/2011-03;3105004;Deferido ;24/11/2011;STN
Baldim             ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;800.000;17944.000399/2016-47;3105004;Arquivado;29/09/2016;STN
Balneário Arroio do;SC;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;581.720;17944.000554/2012-00;4201950;Deferido ;23/05/2012;STN
Balneário Arroio do;SC;Município;Operação Contratual Interna;RELUZ                                         ;Empresa Estatal                ;Centrais Elétricas de Santa Catarina S.A.   ;Real;22.740;17944.000930/2003-67;4201950;Regulariz;17/11/2003;STN
Balneário Arroio do;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;900.000;17944.001475/2014-70;4201950;Deferido ;07/10/2014;STN
Balneário Arroio do;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;400.000;19406.000104/2003-31;4201950;Deferido ;28/11/2003;STN
Balneário Arroio do;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.000.000;17944.000454/2016-07;4201950;Deferido ;16/05/2016;STN
Balneário Barra do ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.000.000;17944.000854/2013-61;4202057;Deferido ;23/10/2013;STN
Balneário Barra do ;SC;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.250.000;19406.000227/2010-09;4202057;Deferido ;05/07/2010;STN
Balneário Camboriú ;SC;Município;Operação Contratual Interna;Pró-Transporte                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;40.726.500;00000.000000/0091-61;4202008;Devolvido;31/07/2013;STN
Balneário Camboriú ;SC;Município;Operação Contratual Interna;Pró-Transporte                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;40.726.500;00000.000000/0095-02;4202008;Devolvido;10/09/2013;STN
Balneário Camboriú ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;23.300.000;17944.000371/2011-03;4202008;Deferido ;18/08/2011;STN
Balneário Camboriú ;SC;Município;Operação Contratual Interna;PAC 2 - Saneamento                            ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;5.663.478,5;17944.001174/2011-01;4202008;Deferido ;28/11/2011;STN
Balneário Camboriú ;SC;Município;Operação Contratual Interna;PAC 2 - Saneamento                            ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;27.072.014,2;17944.001178/2011-81;4202008;Deferido ;28/11/2011;STN
Balneário Camboriú ;SC;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;40.726.500;17944.001990/2013-79;4202008;Deferido ;17/04/2014;STN
Balneário Camboriú ;SC;Município;Operação Contratual Interna;PAC - Saneamento - 2009 A                     ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;12.065.000;19406.000012/2010-80;4202008;Deferido ;16/06/2010;STN
Balneário Camboriú ;SC;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.729.000;19406.000057/2002-44;4202008;Deferido ;20/06/2002;STN
Balneário Camboriú ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;3.000.000;19406.000100/2006-03;4202008;Deferido ;27/04/2006;STN
Balneário Camboriú ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.090.000;19406.000244/2003-17;4202008;Deferido ;11/02/2004;STN
Balneário Camboriú ;SC;Município;Operação Contratual Interna;PAC - Saneamento - 2008 B                     ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;10.000.000;19406.000393/2008-82;4202008;Deferido ;20/05/2008;STN
Balneário Camboriú ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;5.000.000;19406.000505/2008-03;4202008;Deferido ;28/05/2008;STN
